InventoryID,Description,Live Description,Current ItemClass,Live ItemClass,Proposed ItemClass,Warehouses,QtyOnHand Status,Current Vendor,Proposed VendorID,Proposed VendorName,Vendor Confidence,Vendor Match Reason,Spreadsheet VendorID,API Status,AuditStatus
990LS-15,East Linear Widespread Lavatory Faucet - Polished Nickel,East Linear Widespread Lavatory Faucet - Polished Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000714.,,FOUND,READY
A426-TRIM-LBL,Jaclo Contempo Round Plate With Round Lever Trim For Pressure Balance Cycling Valve J-Csv - Light Blue,Jaclo Contempo Round Plate With Round Lever Trim For Pressure Balance Cycling Valve J-Csv - Light Blue,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=2,SKIP_QTY_ON_HAND,BA0000733 Jaclo,BA0000733,Jaclo,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000733.,,FOUND,SKIP_QTY_ON_HAND
A82-19,"A82 Push-button Pneumatic Remote For In-wall Carriers, Single Button - Natural Brass","A82 Push-button Pneumatic Remote For In-wall Carriers, Single Button - Natural Brass",PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
AARD08BN,Arca Widespread Lavatory Faucet With C-Spout - Brushed Nickel,Arca Widespread Lavatory Faucet With C-Spout - Brushed Nickel,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
AAS01BK,Arca Single Handle Lavatory Faucet - Black,Arca Single Handle Lavatory Faucet - Black,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
ATDSN69ID-WHWT,"Barclay Mortana 69"" Acrylic Double Slipper Tub - Gloss White","Barclay Mortana 69"" Acrylic Double Slipper Tub - Gloss White",PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=0,ELIGIBLE,BA0000708 Barclay Products,BA0000708,Barclay Products,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000708.,,FOUND,READY
ATOVN59EIG-MB,"Barclay Oswald 59"" Acrylic Freestanding Tub With Integral Drain And Overflow - Matte Black","Barclay Oswald 59"" Acrylic Freestanding Tub With Integral Drain And Overflow - Matte Black",PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=1,SKIP_QTY_ON_HAND,BA0000708 Barclay Products,BA0000708,Barclay Products,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000708.,,FOUND,SKIP_QTY_ON_HAND
ATOVN66IDS-DG,"Barclay Harper 67"" Acrylic Tub - Dusk Grey","Barclay Harper 67"" Acrylic Tub - Dusk Grey",PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=0,ELIGIBLE,BA0000708 Barclay Products,BA0000708,Barclay Products,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000708.,,FOUND,READY
ATOVN66IDS-WHWT,"Barclay Harper 67"" Acrylic Tub - Gloss White","Barclay Harper 67"" Acrylic Tub - Gloss White",PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=0; SALT LAKE PLUMBING=0,ELIGIBLE,BA0000708 Barclay Products,BA0000708,Barclay Products,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000708.,,FOUND,READY
ATOVN67IDS-WHWT,"Nyla 67"" Acrylic Tub - Gloss White","Nyla 67"" Acrylic Tub - Gloss White",PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=0,ELIGIBLE,,BA0000708,Barclay Products,HIGH,prefix ATOVN maps to BA0000708 in 4/4 existing vendor-populated StockItems.,,FOUND,READY
B016AB,Oval Botanical Drop In Or Undermount Sink - Antique Bronze,Oval Botanical Drop In Or Undermount Sink - Antique Bronze,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
B3T14B-NDN,Bond Three Way Thermostatic Diverter Valve Trim With Roman Numerals And Two-Tone Guilloche Lines Knob Handle - Nickel / Dark Nickel,Bond Three Way Thermostatic Diverter Valve Trim With Roman Numerals And Two-Tone Guilloche Lines Knob Handle - Nickel / Dark Nickel,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",MEDIUM,brand-token BOND suggests BA0000008 in 34/34 existing vendor-populated StockItems; manual review required.,,FOUND,VENDOR_REVIEW_REQUIRED
BADGER5W/C,"Insinkerator Badger 5 Garbage Disposal With Cord, 1/2 Hp","Insinkerator Badger 5 Garbage Disposal With Cord, 1/2 Hp",PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=0,ELIGIBLE,BA0000536 Southwest Plumbing Supply,BA0000536,Southwest Plumbing Supply,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000536.,,FOUND,READY
BBRLOB,Basic Butler Steam Shower Control Package With Round iTempo Control And Linear Steamhead - Oil Rubbed Bronze,Basic Butler Steam Shower Control Package With Round iTempo Control And Linear Steamhead - Oil Rubbed Bronze,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,BA0000753 Atmos Project LLC DBA Mr. Steam,BA0000753,Atmos Project LLC DBA Mr. Steam,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000753.,,FOUND,READY
BBRLST,Basic Butler Steam Shower Control Package With Round iTempo Control And Linear Steamhead - Satin Steel,Basic Butler Steam Shower Control Package With Round iTempo Control And Linear Steamhead - Satin Steel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,BA0000753,Atmos Project LLC DBA Mr. Steam,HIGH,brand-token STEAM maps to BA0000753 in 27/27 existing vendor-populated StockItems.,,FOUND,READY
BCH3OF00T-01,Charism Oval 6436 Oval Freestanding Thermomasseur - White,Charism Oval 6436 Oval Freestanding Thermomasseur - White,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
BCHRO6,Illuzio,Illuzio,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
BFBKPC,Butler Flex Steam Shower Control Package With TempoFlex Control And Steamhead - Black / Polished Chrome,Butler Flex Steam Shower Control Package With TempoFlex Control And Steamhead - Black / Polished Chrome,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000753,Atmos Project LLC DBA Mr. Steam,HIGH,brand-token STEAM maps to BA0000753 in 27/27 existing vendor-populated StockItems.,,FOUND,READY
BISLDD,Island Tub Drain,Island Tub Drain,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0; JACKSON WAREHOUSE=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
BKM120-18MN,Bond One Hole Gooseneck Integrated Pull Spray Kitchen Faucet With Straight Lever Handle - Matte Nickel,Bond One Hole Gooseneck Integrated Pull Spray Kitchen Faucet With Straight Lever Handle - Matte Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",HIGH,prefix BKM maps to BA0000008 in 7/7 existing vendor-populated StockItems.,,FOUND,READY
BKM490-12MN,Bond One Hole Gooseneck Bar Faucet With Straight Lever Handle - Matte Nickel,Bond One Hole Gooseneck Bar Faucet With Straight Lever Handle - Matte Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",HIGH,prefix BKM maps to BA0000008 in 7/7 existing vendor-populated StockItems.,,FOUND,READY
BKM490-12VTB,Bond One Hole Gooseneck Bar Faucet With Straight Lever Handle - Vintage Brass,Bond One Hole Gooseneck Bar Faucet With Straight Lever Handle - Vintage Brass,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",HIGH,prefix BKM maps to BA0000008 in 7/7 existing vendor-populated StockItems.,,FOUND,READY
BLS32A-12N,Waterworks Bond Wall Mounted Lavatory Faucet With Guilloche Lines Single Lever Handle - Nickel,Waterworks Bond Wall Mounted Lavatory Faucet With Guilloche Lines Single Lever Handle - Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=2,SKIP_QTY_ON_HAND,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000008.,,FOUND,SKIP_QTY_ON_HAND
BLS720-12VTB,Bond Wall Mounted Lavatory Faucet With Straight Lever Handles - Vintage Brass,Bond Wall Mounted Lavatory Faucet With Straight Lever Handles - Vintage Brass,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",HIGH,prefix BLS7 maps to BA0000008 in 3/3 existing vendor-populated StockItems.,,FOUND,READY
BLS72B-12NDN,Bond Wall Mounted Lavatory Faucet With Two-Tone Lever Handles - Nickel / Dark Nickel,Bond Wall Mounted Lavatory Faucet With Two-Tone Lever Handles - Nickel / Dark Nickel,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",HIGH,prefix BLS7 maps to BA0000008 in 3/3 existing vendor-populated StockItems.,,FOUND,READY
BLS75C-12N,Bond Wall Mounted Lavatory Faucet With Guilloche Link Knob Handles - Nickel,Bond Wall Mounted Lavatory Faucet With Guilloche Link Knob Handles - Nickel,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",HIGH,prefix BLS7 maps to BA0000008 in 3/3 existing vendor-populated StockItems.,,FOUND,READY
BNCL12-N,"Waterworks Bond 12"" Ceiling Mounted Shower Arm With Flange - Nickel","Waterworks Bond 12"" Ceiling Mounted Shower Arm With Flange - Nickel",PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=1,SKIP_QTY_ON_HAND,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000008.,,FOUND,SKIP_QTY_ON_HAND
BNWL06-DN,"Bond 6"" Wall Mounted 45 Degree Shower Arm With Flange - Dark Nickel","Bond 6"" Wall Mounted 45 Degree Shower Arm With Flange - Dark Nickel",PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",MEDIUM,brand-token BOND suggests BA0000008 in 34/34 existing vendor-populated StockItems; manual review required.,,FOUND,VENDOR_REVIEW_REQUIRED
BOVERINZF-32,Integrated Overflow Zenflow  - Matte White,Integrated Overflow Zenflow  - Matte White,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
BPH001-BB,Bond One Arm Paper Holder - Burnished Brass,Bond One Arm Paper Holder - Burnished Brass,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",HIGH,prefix BPH001 maps to BA0000008 in 3/3 existing vendor-populated StockItems.,,FOUND,READY
BPH001-VTB,Bond One Arm Paper Holder - Vintage Brass,Bond One Arm Paper Holder - Vintage Brass,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",HIGH,prefix BPH001 maps to BA0000008 in 3/3 existing vendor-populated StockItems.,,FOUND,READY
BPH006-B,Bond One Arm Paper Holder With Shelf - Brass,Bond One Arm Paper Holder With Shelf - Brass,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",HIGH,prefix BPH00 maps to BA0000008 in 3/3 existing vendor-populated StockItems.,,FOUND,READY
BPH-SP0D,Pfister Havenridge Toilet Paper Holder - Polished Nickel,Pfister Havenridge Toilet Paper Holder - Polished Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
BPH-WND,Winter Park Toilet Paper Holder - Polished Nickel,Winter Park Toilet Paper Holder - Polished Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
BRB-SP0D,Pfister Havenridge Towel Ring - Polished Nickel,Pfister Havenridge Towel Ring - Polished Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,BA0000676 The Lovell Company,BA0000676,The Lovell Company,HIGH,Current StockItem VendorDetails contains 2 vendor row(s); selected first active VendorID BA0000676.,,FOUND,READY
BRB-WND,Pfister Winter Park Towel Ring - Polished Nickel,Pfister Winter Park Towel Ring - Polished Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
BRH001-BB,Bond Robe Hook - Burnished Brass,Bond Robe Hook - Burnished Brass,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",HIGH,prefix BRH0 maps to BA0000008 in 7/7 existing vendor-populated StockItems.,,FOUND,READY
BRH0G1-N,Bond Single Sided Glass Mounted Hook - Nickel,Bond Single Sided Glass Mounted Hook - Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE APPLIANCES=0,ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",HIGH,brand-token WATERWORKS maps to BA0000008 in 244/244 existing vendor-populated StockItems.,,FOUND,READY
BRH0G2-BB,Bond Double Sided Glass Mounted Hook - Burnished Brass,Bond Double Sided Glass Mounted Hook - Burnished Brass,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",HIGH,prefix BRH0 maps to BA0000008 in 7/7 existing vendor-populated StockItems.,,FOUND,READY
BRH-SP0D,Pfister Havenridge Robe Hook - Polished Nickel,Pfister Havenridge Robe Hook - Polished Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
BRH-TB0D,Pfister Tisbury Robe Hook - Polished Nickel,Pfister Tisbury Robe Hook - Polished Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
BT021204-GL,Odin Straight Supply Stop Valve With Cross Handle - Luxe Gold,Odin Straight Supply Stop Valve With Cross Handle - Luxe Gold,PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=0,ELIGIBLE,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000714.,,FOUND,READY
BT18G2-N,"Bond 18"" Double Sided Glass Mounted Towel Bars - Nickel","Bond 18"" Double Sided Glass Mounted Towel Bars - Nickel",PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE APPLIANCES=0,ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",HIGH,brand-token WATERWORKS maps to BA0000008 in 244/244 existing vendor-populated StockItems.,,FOUND,READY
BTB010-VTB,"Bond 10"" Guest Towel Bar - Vintage Brass","Bond 10"" Guest Towel Bar - Vintage Brass",PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",MEDIUM,brand-token BOND suggests BA0000008 in 34/34 existing vendor-populated StockItems; manual review required.,,FOUND,VENDOR_REVIEW_REQUIRED
BTH24B-NDN,Bond Round Thermostatic Control Valve Trim With Two-Tone Guilloche Lines Knob Handle - Nickel / Dark Nickel,Bond Round Thermostatic Control Valve Trim With Two-Tone Guilloche Lines Knob Handle - Nickel / Dark Nickel,PLUMBING,PLUMBING,PLUMB-LOT,(no WarehouseDetails rows),ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",HIGH,prefix BTH maps to BA0000008 in 5/5 existing vendor-populated StockItems.,,FOUND,READY
BTH25C-N,Bond Round Thermostatic Control Valve Trim With Guilloche Link Knob Handle - Nickel,Bond Round Thermostatic Control Valve Trim With Guilloche Link Knob Handle - Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",HIGH,prefix BTH maps to BA0000008 in 5/5 existing vendor-populated StockItems.,,FOUND,READY
BTH64A-N,Waterworks Bond Integrated Thermostatic And Dual Volume Control Valve Trim With Guilloche Lines Knob Handles - Nickel,Waterworks Bond Integrated Thermostatic And Dual Volume Control Valve Trim With Guilloche Lines Knob Handles - Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=1,SKIP_QTY_ON_HAND,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000008.,,FOUND,SKIP_QTY_ON_HAND
BTS001-N,Bond Wall Mounted Tub Spout - Nickel,Bond Wall Mounted Tub Spout - Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",MEDIUM,brand-token BOND suggests BA0000008 in 34/34 existing vendor-populated StockItems; manual review required.,,FOUND,VENDOR_REVIEW_REQUIRED
BTSB,ButlerTouch Steam Shower Control Package With TempoTouch Control And Steamhead - Satin Brass,ButlerTouch Steam Shower Control Package With TempoTouch Control And Steamhead - Satin Brass,PLUMBING,PLUMBING,PLUMB-LOT,BOISE WAREHOUSE=0,ELIGIBLE,BA0000753 Atmos Project LLC DBA Mr. Steam,BA0000753,Atmos Project LLC DBA Mr. Steam,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000753.,,FOUND,READY
BVC14A-N,Bond Volume Control With Guilloche Lines Knob Handle - Nickel,Bond Volume Control With Guilloche Lines Knob Handle - Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,BA0000008,"Waterworks Operating Co., LLC",MEDIUM,brand-token BOND suggests BA0000008 in 34/34 existing vendor-populated StockItems; manual review required.,,FOUND,VENDOR_REVIEW_REQUIRED
BVEL2,Ultra Velour Option Group 2,Ultra Velour Option Group 2,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
BXBKBL,XButler Steam Shower Control Package With iSteamX Control And Steamhead - Black / Brilliant Black,XButler Steam Shower Control Package With iSteamX Control And Steamhead - Black / Brilliant Black,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,,BA0000753,Atmos Project LLC DBA Mr. Steam,HIGH,brand-token STEAM maps to BA0000753 in 27/27 existing vendor-populated StockItems.,,FOUND,READY
BXBKOB,XButler Steam Shower Control Package With iSteamX Control And Steamhead - Black / Oil Rubbed Bronze,XButler Steam Shower Control Package With iSteamX Control And Steamhead - Black / Oil Rubbed Bronze,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE HARDWARE=0,ELIGIBLE,,BA0000753,Atmos Project LLC DBA Mr. Steam,HIGH,brand-token STEAM maps to BA0000753 in 27/27 existing vendor-populated StockItems.,,FOUND,READY
BXBKPC,XButler Steam Shower Control Package With iSteamX Control And Steamhead - Black / Polished Chrome,XButler Steam Shower Control Package With iSteamX Control And Steamhead - Black / Polished Chrome,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE CLOSEOUT=0; BOISE WAREHOUSE=0,ELIGIBLE,BA0000753 Atmos Project LLC DBA Mr. Steam,BA0000753,Atmos Project LLC DBA Mr. Steam,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000753.,,FOUND,READY
BXLWHPC,XButler Steam Shower Control Package With iSteamX Control And Linear Steamhead - White / Polished Chrome,XButler Steam Shower Control Package With iSteamX Control And Linear Steamhead - White / Polished Chrome,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,,BA0000753,Atmos Project LLC DBA Mr. Steam,HIGH,brand-token STEAM maps to BA0000753 in 27/27 existing vendor-populated StockItems.,,FOUND,READY
BXT37A-18N,Waterworks Bond Floor Mounted Exposed Tub Filler With Handshower And Guilloche Lines Lever Handles - Nickel,Waterworks Bond Floor Mounted Exposed Tub Filler With Handshower And Guilloche Lines Lever Handles - Nickel,PLUMBING,PLUMBING,PLUMB-LOT,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000008.,,FOUND,READY
